classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Miscreant Bard,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,4,0,0,0,1,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Berserker,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,3,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,3,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Bounty.Hunter,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,0,0,4,0,4,0,0,4,0,3,0,0,0,0,0,3,0,0,3,3,0,4,0,1,0,0,0
Miscreant Bruiser,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,3,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Caravan.Guide,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,3,0,3,3,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,3,4,0,3,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,1,0,0
Miscreant Con.Artist,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,4,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Crafter,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,3,0,3,0,0,0,1,1,1,4,4,0,0,3,3,0,0,0,3,4,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,4,0,0,0,3,0,0,3,3,0,3,3,0,4,0,0,0,0,0
Miscreant Custom.Crafter,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,4,0,3,3,0,4,0,0,0,0,0
Miscreant Forester,Criminal,Mixed,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,4,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,2,0,0,0,0,0,0,0,4,0,4,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,2,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,1,0,0,4
Miscreant Grebber,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,0,0,4,3,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,1,0,1,0
Miscreant Guard,Criminal,Mixed,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,4,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,3,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,2,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant House.Servant,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,3,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,3,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Hunter,Criminal,Mixed,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,3,0,4,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,4,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,1,0,1,0
Miscreant Jeweler,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,3,3,0,0,4,0,0,3,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,3,0,0,0,0,0,0,3,3,0,3,3,0,4,0,0,0,0,0
Miscreant Lancer,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,3,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Linguist,Criminal,Mixed,0,4,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,1,0,0,4,0,0,4,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Marksman,Criminal,Mixed,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,3,4,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,4,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,3,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Master.Chef,Criminal,Mixed,1,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,4,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,3,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,0,0,0,0
Miscreant Master.Trader,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,4,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,4,4,0,1,4,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,4,3,3,3,4,0,3,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,0,0,0,0
Miscreant Mercenary,Criminal,Mixed,1,0,0,0,4,0,3,0,0,0,0,0,1,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Mountaineer,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,0,0,4,0,4,3,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,0,1,1,0
Miscreant Nomad,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,4,0,3,4,4,3,2,0,4,0,4,0,3,4,0,0,0,0,0,0,0,3,0,4,3,3,0,4,0,0,1,0,0
Miscreant Outdoorsman,Criminal,Mixed,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,4,0,3,0,0,3,0,0,4,0,0,3,4,3,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,3,0,4,0,4,3,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,1,1,1,0
Miscreant Outlaw,Criminal,Mixed,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,4,3,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,1,0,1,0
Miscreant Physician,Criminal,Mixed,0,0,0,0,0,0,3,4,4,0,0,0,0,3,3,3,0,4,0,0,0,1,1,1,3,4,0,0,3,3,0,0,0,3,0,0,3,0,4,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Pit.Fighter,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,3,4,0,4,0,0,4,0,3,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Poisoner,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,4,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,3,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,3,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Reaver,Criminal,Mixed,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,3,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,4,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Rogue,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Slipknife,Criminal,Mixed,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Swordsman,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,3,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,3,3,4,4,3,0,3,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Tailors,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,4,0,3,3,0,0,0,3,3,0,3,0,0,4,0,0,3,4,0,0,4,0,0,3,0,0,0,0,3,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,3,0,0,3,3,0,3,3,0,4,0,0,0,0,0
Miscreant Thief,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Thug,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,3,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Touched.Drovian,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,2,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,1,0
Miscreant Touched.Elkros,Criminal,Mixed,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,3,0,4,0,0,0,3,0,0,0,0,4,0,0,0,1,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Touched.Rukkian,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,2,0,3,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,3,0,0,0,0,0,0,3,0,0,3,3,0,4,1,0,0,0,0
Miscreant Touched.Suk.Krathi,Criminal,Mixed,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,3,4,0,0,4,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,1,0,0,4,0,0,3,1,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Touched.Vivaduan,Criminal,Mixed,1,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,3,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,0,0,0,0
Miscreant Touched.Whiran,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,2,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,3,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,1,0
Miscreant Wastelander,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,4,1,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,3,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,4,3,3,0,4,1,0,1,0,0
Miscreant Weaponscrafter,Criminal,Mixed,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,4,3,3,0,0,0,3,0,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,4,4,0,0,4,0,0,0,0,3,3,0,3,3,0,4,0,0,0,0,0
Pilferer Archer,Criminal,Light mercantile,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,4,0,3,0,3,3,3,2,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Armormaker,Criminal,Light mercantile,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,3,0,2,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,4,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Bandit,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,3,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,3,0,0,4,4,4,1,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,4,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,3,3,4,0,3,4,0,3,0,0,1,1,0
Pilferer Bard,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,0,2,4,0,3,0,0,4,4,0,0,3,0,4,4,0,4,1,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,4,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Berserker,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,4,4,0,0,3,1,1,1,4,3,4,4,4,3,0,0,3,3,0,0,2,4,0,3,0,0,4,4,0,0,3,0,0,4,3,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,3,0,0,0,0,3,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Bounty.Hunter,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,3,0,0,4,4,0,0,3,3,0,4,0,4,0,0,0,3,3,0,0,0,0,3,3,3,2,0,0,0,3,0,3,3,3,2,0,0,4,0,4,0,0,4,4,3,0,0,0,0,0,3,4,0,3,4,0,3,0,1,0,0,0
Pilferer Bruiser,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,3,3,0,0,2,4,0,3,0,0,4,4,0,0,3,0,0,4,3,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,3,0,0,0,0,3,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Caravan.Guide,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,4,3,0,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,3,0,0,4,4,0,1,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,3,0,0,3,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,1,0,0
Pilferer Con.Artist,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,0,4,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Crafter,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,4,0,2,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,3,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Custom.Crafter,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,0,2,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Forester,Criminal,Light mercantile,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,3,0,0,4,4,0,0,3,2,0,4,0,4,0,0,0,3,0,4,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,2,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,1,0,0,4
Pilferer Grebber,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,4,0,0,4,4,0,0,3,3,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,3,0,2,3,3,2,0,0,4,3,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,1,1,0,1,0
Pilferer Guard,Criminal,Light mercantile,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,0,3,4,0,3,4,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,3,3,3,3,2,0,0,3,0,0,2,3,3,3,0,0,4,0,4,0,0,4,4,2,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer House.Servant,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,0,2,4,3,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,3,0,0,0,0,2,4,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
Pilferer Hunter,Criminal,Light mercantile,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,3,0,3,0,0,2,4,0,3,0,0,4,4,0,0,3,3,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,3,0,2,3,3,2,4,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,1,0,1,0
Pilferer Jeweler,Criminal,Light mercantile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1,1,4,3,4,4,4,3,0,0,0,3,0,3,2,4,0,3,0,0,4,4,0,0,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,2,3,3,2,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,0
